Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
T022866,2025-01-01,11029,Female,21,Books,10,3307,33070
T022867,2025-04-11,5786,Female,43,Electronics,4,1705,6820
T022868,2025-06-01,10408,Male,65,Home,5,2390,11950
T022869,2024-08-13,11087,Male,40,Beauty,1,1413,1413
T022870,2024-01-22,11433,Female,32,Sports,4,2123,8492
T022871,2024-03-14,1246,Male,27,Sports,7,3020,21140
T022872,2023-11-23,5061,Female,53,Electronics,1,3259,3259
T022873,2023-03-16,3450,Female,28,Beauty,4,1253,5012
T022874,2023-03-31,7223,Male,67,Home,1,4121,4121
T022875,2024-12-02,2748,Female,35,Sports,6,2323,13938
T022876,2024-08-06,1148,Male,29,Sports,3,3648,10944
T022877,2024-04-24,4805,Female,49,Fashion,3,3499,10497
T022878,2023-03-23,4484,Female,55,Electronics,10,3024,30240
T022879,2023-06-27,9474,Male,60,Electronics,9,2101,18909
T022880,2025-03-27,7801,Male,37,Groceries,7,1619,11333
T022881,2023-09-04,10800,Male,24,Fashion,2,901,1802
T022882,2025-08-22,6908,Female,33,Electronics,2,414,828
T022883,2023-05-08,9431,Male,22,Sports,6,3698,22188
T022884,2023-02-24,2428,Male,69,Home,9,565,5085
T022885,2024-04-21,9398,Male,47,Books,2,1456,2912
T022886,2025-08-26,5637,Female,64,Electronics,3,4810,14430
T022887,2025-02-26,10053,Male,53,Groceries,6,4384,26304
T022888,2024-04-14,1682,Female,37,Groceries,5,2506,12530
T022889,2025-09-11,11540,Male,51,Fashion,5,1325,6625
T022890,2024-12-18,10323,Male,64,Home,6,472,2832
T022891,2025-06-09,9987,Male,64,Books,2,3214,6428
T022892,2025-06-19,1310,Male,52,Groceries,5,2383,11915
T022893,2024-07-24,2047,Male,51,Books,5,3314,16570
T022894,2025-04-08,8146,Female,28,Electronics,1,3091,3091
T022895,2024-11-01,7540,Male,52,Fashion,3,2544,7632
T022896,2025-01-12,6977,Female,27,Groceries,1,2146,2146
T022897,2023-03-01,11643,Female,63,Beauty,8,1963,15704
T022898,2025-05-26,2732,Male,18,Groceries,7,4420,30940
T022899,2024-11-22,4864,Male,66,Fashion,9,2935,26415
T022900,2024-03-09,3934,Female,62,Home,5,2690,13450
T022901,2023-10-10,10639,Female,52,Sports,7,2312,16184
T022902,2023-11-24,8927,Female,62,Fashion,10,2966,29660
T022903,2025-07-09,8124,Male,40,Home,1,1845,1845
T022904,2024-03-28,2075,Female,38,Sports,3,2102,6306
T022905,2023-08-08,8714,Female,58,Groceries,5,1493,7465
T022906,2024-08-05,4945,Male,37,Home,5,4836,24180
T022907,2023-03-31,7439,Male,62,Sports,1,3326,3326
T022908,2025-01-05,10626,Male,18,Home,3,74,222
T022909,2023-03-19,6437,Male,70,Fashion,1,1515,1515
T022910,2023-10-11,2181,Male,28,Home,5,2031,10155
T022911,2023-10-26,3880,Female,35,Books,2,1927,3854
T022912,2023-10-12,3803,Male,51,Groceries,9,3054,27486
T022913,2025-07-18,10834,Female,67,Sports,8,1966,15728
T022914,2023-02-15,1268,Male,24,Home,5,1033,5165
T022915,2024-02-19,2477,Male,62,Books,8,210,1680
T022916,2023-10-26,9958,Female,28,Fashion,5,1091,5455
T022917,2024-03-17,3715,Male,24,Electronics,7,1954,13678
T022918,2024-04-03,11976,Female,65,Fashion,1,3718,3718
T022919,2023-12-23,8151,Female,27,Books,9,284,2556
T022920,2024-11-04,1081,Female,53,Fashion,3,1692,5076
T022921,2025-04-10,5941,Female,24,Groceries,2,2507,5014
T022922,2025-06-21,11209,Female,18,Groceries,9,1868,16812
T022923,2024-01-18,5703,Male,70,Groceries,1,1219,1219
T022924,2025-07-11,5066,Female,37,Beauty,7,1578,11046
T022925,2024-07-12,4669,Male,35,Groceries,6,2690,16140
T022926,2024-06-17,11056,Male,39,Sports,8,2999,23992
T022927,2024-01-14,11365,Female,23,Beauty,1,1678,1678
T022928,2024-08-28,4996,Male,34,Books,8,2920,23360
T022929,2023-11-25,6328,Male,69,Electronics,2,4014,8028
T022930,2025-01-31,10437,Male,60,Beauty,3,4266,12798
T022931,2025-03-02,9033,Male,24,Electronics,3,2492,7476
T022932,2024-04-05,6526,Female,52,Electronics,7,805,5635
T022933,2023-09-03,4986,Male,50,Books,3,389,1167
T022934,2023-07-01,3997,Female,51,Beauty,10,1720,17200
T022935,2023-11-13,9930,Female,48,Sports,8,389,3112
T022936,2023-02-04,10177,Female,49,Beauty,1,4927,4927
T022937,2024-11-24,9341,Male,57,Books,7,753,5271
T022938,2023-08-22,1395,Female,25,Groceries,7,3657,25599
T022939,2024-01-28,3530,Female,32,Fashion,9,2184,19656
T022940,2023-03-08,7471,Male,60,Electronics,7,4522,31654
T022941,2025-03-19,7551,Female,32,Groceries,9,347,3123
T022942,2024-10-03,3804,Female,19,Fashion,3,4769,14307
T022943,2024-09-09,8639,Female,36,Groceries,7,4810,33670
T022944,2023-02-11,4044,Male,43,Electronics,8,4197,33576
T022945,2023-03-07,8191,Female,31,Fashion,9,956,8604
T022946,2025-02-14,1363,Male,38,Home,1,4877,4877
T022947,2023-04-29,9658,Male,38,Home,6,3949,23694
T022948,2023-04-03,10278,Male,24,Beauty,10,4927,49270
T022949,2024-02-12,11141,Female,42,Books,5,1911,9555
T022950,2024-11-02,1395,Male,21,Fashion,6,955,5730
T022951,2024-06-22,4382,Male,70,Electronics,9,3852,34668
T022952,2024-09-08,3857,Male,60,Beauty,3,993,2979
T022953,2024-05-03,5003,Male,63,Beauty,8,1456,11648
T022954,2023-01-15,6949,Male,41,Sports,8,771,6168
T022955,2023-01-16,1979,Male,70,Fashion,5,819,4095
T022956,2025-06-30,5224,Male,36,Sports,8,1913,15304
T022957,2024-04-23,6539,Male,40,Fashion,8,3510,28080
T022958,2025-01-08,6743,Male,43,Beauty,4,4357,17428
T022959,2023-06-13,9248,Female,62,Beauty,5,2315,11575
T022960,2023-01-11,7214,Male,36,Books,5,4525,22625
T022961,2025-02-20,8541,Male,33,Fashion,2,2475,4950
T022962,2024-11-17,3583,Male,25,Sports,10,1645,16450
T022963,2023-03-13,9730,Female,39,Beauty,8,1999,15992
T022964,2023-01-08,2387,Male,56,Home,3,2330,6990
T022965,2024-11-08,2804,Female,61,Books,2,2631,5262
T022966,2025-05-31,7457,Male,65,Books,9,487,4383
T022967,2025-03-05,4931,Female,36,Groceries,9,2049,18441
T022968,2023-10-13,6475,Male,62,Groceries,8,4813,38504
T022969,2025-06-19,8172,Female,45,Sports,5,2724,13620
T022970,2024-12-31,9610,Male,60,Home,1,1177,1177
T022971,2024-05-28,7547,Male,46,Beauty,6,1870,11220
T022972,2025-08-23,8844,Female,48,Groceries,8,742,5936
T022973,2023-12-26,11218,Female,37,Electronics,3,2655,7965
T022974,2023-09-06,2471,Female,20,Electronics,8,835,6680
T022975,2023-03-31,10100,Male,56,Beauty,9,3845,34605
T022976,2023-07-19,9853,Male,45,Home,3,4058,12174
T022977,2024-09-23,10639,Male,46,Home,4,628,2512
T022978,2023-12-08,4836,Male,37,Groceries,1,3779,3779
T022979,2023-08-16,6219,Male,47,Sports,3,2571,7713
T022980,2023-02-01,7923,Female,70,Electronics,9,1717,15453
T022981,2024-01-20,3684,Male,33,Beauty,8,1656,13248
T022982,2024-03-12,8878,Male,58,Electronics,6,3183,19098
T022983,2023-08-22,10202,Male,20,Sports,5,4014,20070
T022984,2024-04-08,7399,Male,42,Electronics,8,4144,33152
T022985,2024-09-06,3293,Male,63,Beauty,6,4299,25794
T022986,2023-08-06,6049,Female,55,Electronics,4,4147,16588
T022987,2024-03-09,10131,Male,41,Beauty,6,4756,28536
T022988,2023-11-23,10786,Female,69,Home,5,1131,5655
T022989,2024-08-30,3247,Female,46,Fashion,5,1930,9650
T022990,2025-05-29,7384,Male,21,Home,9,992,8928
T022991,2025-06-02,3826,Female,42,Groceries,2,3776,7552
T022992,2024-06-06,11869,Female,53,Sports,1,4687,4687
T022993,2023-10-03,3886,Male,67,Electronics,4,2414,9656
T022994,2023-10-12,8348,Male,70,Sports,10,1547,15470
T022995,2025-04-08,7304,Female,66,Home,10,2484,24840
T022996,2023-05-02,1890,Female,45,Sports,8,4655,37240
T022997,2023-01-10,9990,Female,19,Fashion,5,3861,19305
T022998,2023-01-02,4739,Male,64,Books,10,314,3140
T022999,2023-04-13,2681,Male,18,Home,10,425,4250
T023000,2023-06-29,2674,Male,62,Beauty,2,3411,6822
T023001,2023-03-20,2193,Female,68,Home,6,3968,23808
T023002,2025-01-10,10829,Male,45,Beauty,8,1827,14616
T023003,2025-01-31,9514,Female,25,Sports,6,941,5646
T023004,2023-05-31,8972,Female,41,Beauty,10,1452,14520
T023005,2024-10-14,7558,Female,42,Fashion,8,4728,37824
T023006,2024-12-20,10671,Male,23,Electronics,10,4056,40560
T023007,2024-02-19,11155,Female,46,Groceries,9,967,8703
T023008,2025-06-13,6560,Female,66,Groceries,5,4089,20445
T023009,2023-04-04,2731,Female,30,Beauty,8,977,7816
T023010,2024-01-28,3769,Female,65,Books,7,4876,34132
T023011,2025-06-01,5797,Female,65,Groceries,8,4244,33952
T023012,2023-04-25,7920,Female,26,Electronics,7,1525,10675
T023013,2024-05-06,2883,Female,25,Fashion,4,1120,4480
T023014,2025-01-20,8466,Female,28,Books,9,2972,26748
T023015,2023-11-12,10695,Male,33,Home,5,1729,8645
T023016,2024-12-06,11454,Female,28,Electronics,5,3181,15905
T023017,2023-04-20,3579,Male,41,Electronics,10,895,8950
T023018,2024-05-16,8569,Male,62,Sports,8,3146,25168
T023019,2023-11-21,5569,Male,70,Sports,5,4992,24960
T023020,2024-11-30,3059,Female,70,Home,8,3249,25992
T023021,2023-05-22,9630,Male,25,Home,2,255,510
T023022,2024-03-16,11438,Male,47,Sports,10,4890,48900
T023023,2024-10-16,6333,Female,51,Beauty,9,2615,23535
T023024,2023-10-04,2312,Female,27,Sports,2,1937,3874
T023025,2023-07-26,3899,Female,19,Fashion,6,405,2430
T023026,2023-11-06,7978,Female,67,Fashion,1,2336,2336
T023027,2024-11-09,7447,Female,34,Fashion,1,3658,3658
T023028,2025-07-16,1247,Male,70,Home,1,1421,1421
T023029,2024-02-15,2407,Male,23,Sports,9,1938,17442
T023030,2025-05-22,11862,Female,56,Groceries,5,4937,24685
T023031,2024-06-30,11660,Male,35,Books,5,1577,7885
T023032,2025-02-28,5928,Female,60,Beauty,6,2873,17238
T023033,2024-06-11,5371,Female,31,Beauty,4,3560,14240
T023034,2023-07-16,2894,Male,62,Sports,7,100,700
T023035,2024-01-10,11711,Male,60,Home,7,2618,18326
T023036,2024-06-06,8019,Female,64,Groceries,7,2012,14084
T023037,2025-01-26,9158,Male,27,Groceries,7,2501,17507
T023038,2025-08-12,8332,Female,69,Groceries,8,1125,9000
T023039,2023-02-05,9480,Female,51,Sports,9,211,1899
T023040,2023-05-31,4622,Female,55,Electronics,3,4935,14805
T023041,2025-06-23,3674,Male,44,Groceries,8,2553,20424
T023042,2023-11-09,5950,Male,19,Home,4,2327,9308
T023043,2025-06-19,4972,Male,32,Sports,8,4943,39544
T023044,2024-10-31,7444,Male,23,Sports,5,4963,24815
T023045,2025-05-18,2582,Female,22,Books,7,4786,33502
T023046,2025-06-16,1114,Male,48,Fashion,1,4221,4221
T023047,2025-06-01,10832,Male,40,Home,3,2937,8811
T023048,2024-04-05,8070,Male,26,Beauty,3,2091,6273
T023049,2025-02-03,1573,Female,24,Fashion,8,2168,17344
T023050,2024-08-22,2350,Female,48,Fashion,6,357,2142
T023051,2023-06-12,4511,Male,65,Books,2,4937,9874
T023052,2023-01-15,5495,Male,62,Electronics,6,654,3924
T023053,2024-02-17,3163,Male,24,Electronics,3,4687,14061
T023054,2025-02-06,3749,Male,44,Electronics,8,4463,35704
T023055,2023-09-18,8433,Female,47,Electronics,7,2405,16835
T023056,2025-03-29,3515,Male,40,Groceries,7,3339,23373
T023057,2024-12-02,10590,Male,41,Groceries,7,1655,11585
T023058,2024-11-27,1317,Male,35,Sports,8,1047,8376
T023059,2023-09-21,1405,Male,30,Home,2,4207,8414
T023060,2024-10-20,7751,Female,58,Beauty,1,1686,1686
T023061,2023-09-02,11692,Male,25,Groceries,2,1695,3390
T023062,2024-11-09,6747,Male,47,Fashion,10,4363,43630
T023063,2024-06-05,9860,Female,26,Home,4,1994,7976
T023064,2023-03-06,10586,Female,36,Fashion,6,4438,26628
T023065,2023-12-10,2623,Male,61,Fashion,8,4219,33752
T023066,2024-01-12,10748,Male,55,Beauty,5,3451,17255
T023067,2024-09-05,3076,Female,23,Groceries,1,2407,2407
T023068,2025-07-27,7071,Female,31,Fashion,1,1273,1273
T023069,2023-04-11,10447,Female,37,Sports,7,1894,13258
T023070,2023-06-11,11047,Female,62,Electronics,3,4545,13635
T023071,2025-03-31,2161,Male,47,Fashion,1,782,782
T023072,2023-05-19,9666,Male,48,Electronics,4,1199,4796
T023073,2024-07-25,1739,Female,35,Beauty,6,4162,24972
T023074,2023-02-02,4710,Female,31,Fashion,6,4070,24420
T023075,2025-02-13,2631,Male,48,Beauty,5,372,1860
T023076,2023-05-30,9188,Female,55,Fashion,6,4492,26952
T023077,2025-04-12,10038,Female,31,Home,1,2170,2170
T023078,2024-10-29,4817,Female,55,Groceries,8,2825,22600
T023079,2024-06-23,11803,Male,60,Home,6,3010,18060
T023080,2024-08-04,3369,Female,47,Electronics,1,84,84
T023081,2025-07-05,5070,Male,67,Sports,3,323,969
T023082,2025-05-18,9910,Male,43,Books,10,83,830
T023083,2023-12-25,1100,Male,34,Electronics,9,2851,25659
T023084,2025-07-11,8030,Male,47,Electronics,9,965,8685
T023085,2024-09-04,9108,Male,42,Books,7,1175,8225
T023086,2024-08-09,11613,Male,49,Groceries,1,4088,4088
T023087,2024-07-10,5145,Male,66,Groceries,10,2393,23930
T023088,2025-09-22,9982,Male,52,Groceries,9,711,6399
T023089,2024-04-15,9822,Female,66,Groceries,7,3826,26782
T023090,2023-12-26,3357,Male,59,Fashion,7,1715,12005
T023091,2023-11-16,5004,Female,19,Home,7,4418,30926
T023092,2023-10-29,5166,Female,36,Electronics,2,1614,3228
T023093,2023-10-02,3005,Female,66,Beauty,7,166,1162
T023094,2025-08-09,10939,Male,70,Fashion,2,1823,3646
T023095,2025-08-03,1100,Female,47,Fashion,9,3109,27981
T023096,2025-07-10,3019,Female,26,Groceries,3,2998,8994
T023097,2025-09-12,1914,Female,59,Sports,3,845,2535
T023098,2024-01-19,9407,Female,41,Electronics,2,3172,6344
T023099,2025-04-25,5631,Male,32,Fashion,9,4736,42624
T023100,2025-04-30,8795,Female,20,Fashion,1,92,92
T023101,2023-07-12,3772,Male,52,Fashion,8,3023,24184
T023102,2024-10-09,5371,Male,67,Fashion,2,1148,2296
T023103,2024-07-16,7239,Female,57,Home,10,1687,16870
T023104,2024-06-30,9671,Male,22,Electronics,3,1370,4110
T023105,2023-07-19,9008,Male,20,Groceries,5,1854,9270
T023106,2025-08-09,3849,Female,23,Beauty,6,4230,25380
T023107,2023-12-23,9797,Male,26,Beauty,6,3770,22620
T023108,2023-12-01,10133,Male,56,Books,10,138,1380
T023109,2024-01-11,2825,Female,25,Fashion,4,4829,19316
T023110,2023-11-04,4116,Female,46,Books,7,2878,20146
T023111,2025-06-27,4179,Female,47,Books,3,3935,11805
T023112,2024-06-19,2582,Male,25,Fashion,7,1223,8561
T023113,2023-09-04,5926,Female,39,Fashion,2,2105,4210
T023114,2023-02-21,8075,Male,39,Sports,4,3875,15500
T023115,2024-06-01,4685,Male,51,Fashion,4,3538,14152
T023116,2025-06-23,7718,Male,50,Beauty,4,216,864
T023117,2024-09-10,8623,Male,33,Home,4,1154,4616
T023118,2025-03-07,8492,Female,21,Books,8,4200,33600
T023119,2023-11-25,10510,Female,69,Sports,6,4078,24468
T023120,2023-10-20,2811,Male,69,Books,8,3756,30048
T023121,2023-01-04,9241,Male,46,Fashion,7,4188,29316
T023122,2025-02-09,1106,Male,60,Home,9,1309,11781
T023123,2023-02-04,7374,Male,37,Electronics,7,3424,23968
T023124,2023-11-26,5229,Male,18,Beauty,2,4566,9132
T023125,2023-10-02,1431,Female,18,Home,10,1103,11030
T023126,2024-09-05,10827,Male,68,Sports,4,1647,6588
T023127,2024-04-28,9411,Male,53,Home,2,4715,9430
T023128,2024-10-16,9277,Female,25,Fashion,2,2168,4336
T023129,2024-07-28,1741,Male,26,Home,8,138,1104
T023130,2024-10-29,3968,Female,44,Fashion,4,204,816
T023131,2025-03-10,4137,Male,63,Beauty,2,137,274
T023132,2023-10-09,2040,Male,20,Sports,2,972,1944
T023133,2025-01-30,4747,Female,45,Books,8,3221,25768
T023134,2025-03-27,1467,Female,60,Groceries,3,4238,12714
T023135,2023-03-20,11399,Male,59,Sports,4,491,1964
T023136,2024-10-09,9760,Male,42,Fashion,5,4673,23365
T023137,2024-03-27,6416,Female,63,Groceries,4,351,1404
T023138,2023-02-22,7305,Female,59,Beauty,10,3167,31670
T023139,2023-08-08,4416,Female,44,Home,6,521,3126
T023140,2023-11-01,11574,Female,38,Electronics,8,3062,24496
T023141,2025-01-15,10244,Female,43,Beauty,5,4464,22320
T023142,2024-07-28,3346,Female,31,Beauty,6,635,3810
T023143,2023-11-06,8645,Male,60,Electronics,9,4905,44145
T023144,2023-06-11,8667,Female,48,Groceries,9,266,2394
T023145,2024-08-12,11821,Male,57,Home,4,1933,7732
T023146,2025-02-14,8267,Female,24,Electronics,3,4111,12333
T023147,2023-01-31,2807,Female,64,Books,4,4875,19500
T023148,2024-09-11,6250,Male,44,Home,7,3326,23282
T023149,2025-01-29,2329,Male,43,Sports,3,723,2169
T023150,2023-10-06,6693,Female,26,Sports,5,3253,16265
T023151,2025-06-16,3248,Female,36,Beauty,2,861,1722
T023152,2025-01-04,2454,Male,34,Beauty,6,3017,18102
T023153,2023-04-20,7205,Male,68,Electronics,10,2204,22040
T023154,2023-06-21,5082,Male,41,Electronics,2,3185,6370
T023155,2025-03-09,6988,Male,20,Books,9,444,3996
T023156,2024-04-07,5312,Male,33,Home,8,4533,36264
T023157,2024-06-20,8646,Female,45,Fashion,4,4801,19204
T023158,2025-08-07,10557,Female,21,Groceries,10,2193,21930
T023159,2025-01-12,4333,Female,34,Beauty,6,2723,16338
T023160,2023-07-06,7965,Male,54,Sports,1,3412,3412
T023161,2025-03-27,2340,Female,40,Electronics,2,3849,7698
T023162,2023-12-29,8500,Female,64,Books,1,3671,3671
T023163,2025-01-06,7513,Male,53,Books,3,1114,3342
T023164,2025-05-14,9962,Male,26,Fashion,2,1228,2456
T023165,2025-07-18,7978,Male,36,Sports,3,3614,10842
T023166,2024-06-15,11389,Male,63,Groceries,10,4280,42800
T023167,2024-01-31,11119,Male,18,Groceries,3,3850,11550
T023168,2025-09-01,8127,Male,32,Sports,2,3195,6390
T023169,2025-02-07,10689,Male,35,Books,5,2055,10275
T023170,2025-02-17,1341,Male,42,Fashion,8,612,4896
T023171,2024-10-21,11507,Male,43,Electronics,6,2058,12348
T023172,2023-10-27,7356,Male,46,Books,9,2026,18234
T023173,2024-11-21,9753,Male,53,Home,1,4404,4404
T023174,2023-11-18,11653,Male,60,Books,5,1645,8225
T023175,2025-07-17,4166,Female,42,Electronics,7,1076,7532
T023176,2025-07-23,5239,Female,56,Home,10,923,9230
T023177,2025-04-04,3452,Male,29,Groceries,1,726,726
T023178,2025-08-20,9952,Male,20,Electronics,6,535,3210
T023179,2025-01-09,4322,Female,65,Fashion,8,4008,32064
T023180,2023-01-22,4333,Female,64,Home,5,2350,11750
T023181,2024-03-18,1034,Male,66,Electronics,8,2776,22208
T023182,2023-05-19,6022,Male,24,Sports,9,3825,34425
T023183,2025-07-07,5315,Male,45,Home,2,3470,6940
T023184,2023-07-23,11647,Female,27,Electronics,2,4440,8880
T023185,2025-08-28,8455,Male,44,Home,4,2698,10792
T023186,2023-05-16,9624,Female,31,Books,6,4066,24396
T023187,2024-08-07,3003,Female,52,Books,10,4352,43520
T023188,2023-02-02,1989,Female,60,Books,1,278,278
T023189,2025-06-19,1567,Male,55,Home,7,2891,20237
T023190,2023-05-21,5918,Male,22,Fashion,5,2590,12950
T023191,2025-03-01,2656,Female,64,Electronics,1,2399,2399
T023192,2024-09-21,4554,Female,33,Books,3,4560,13680
T023193,2024-07-11,9005,Male,41,Home,8,3614,28912
T023194,2023-03-27,10219,Female,25,Home,3,3468,10404
T023195,2024-12-29,1354,Female,40,Fashion,8,3137,25096
T023196,2024-09-11,3985,Male,50,Electronics,1,4586,4586
T023197,2025-01-29,8831,Female,30,Electronics,4,1707,6828
T023198,2025-02-20,8641,Male,38,Electronics,2,61,122
T023199,2023-10-03,5608,Male,26,Groceries,1,2755,2755
T023200,2023-06-02,10051,Female,44,Fashion,10,2832,28320
T023201,2023-04-15,2720,Male,43,Beauty,5,986,4930
T023202,2025-02-10,4842,Male,64,Home,2,1612,3224
T023203,2023-05-10,6159,Male,18,Fashion,7,4579,32053
T023204,2023-10-17,6622,Male,38,Electronics,2,4322,8644
T023205,2025-03-27,5261,Female,67,Books,5,2771,13855
T023206,2024-05-22,2398,Female,53,Beauty,6,3750,22500
T023207,2025-07-27,6413,Female,22,Fashion,9,2740,24660
T023208,2025-03-25,9018,Male,32,Groceries,9,4780,43020
T023209,2025-05-05,1289,Female,50,Fashion,8,1367,10936
T023210,2023-06-04,5079,Female,65,Electronics,5,3702,18510
T023211,2023-02-11,5417,Male,34,Fashion,10,716,7160
T023212,2024-06-29,7531,Female,45,Electronics,8,2348,18784
T023213,2025-09-16,11040,Male,50,Groceries,2,2161,4322
T023214,2023-05-27,8064,Male,25,Fashion,6,297,1782
T023215,2023-11-19,11431,Female,38,Groceries,7,271,1897
T023216,2023-12-07,5810,Male,22,Electronics,1,3353,3353
T023217,2024-12-18,8683,Male,53,Fashion,9,2906,26154
T023218,2025-01-18,1139,Female,44,Groceries,3,1533,4599
T023219,2025-08-01,7612,Female,64,Electronics,1,3798,3798
T023220,2023-03-04,2309,Male,64,Electronics,4,4953,19812
T023221,2024-07-01,8177,Male,60,Beauty,1,3980,3980
T023222,2023-11-03,3531,Female,27,Sports,6,4285,25710
T023223,2023-03-17,6375,Male,68,Groceries,7,1110,7770
T023224,2025-01-06,5363,Female,28,Groceries,1,544,544
T023225,2025-04-07,9979,Female,54,Groceries,6,2623,15738
T023226,2023-01-29,3096,Male,63,Books,6,887,5322
T023227,2024-09-18,2670,Female,56,Sports,1,102,102
T023228,2024-05-15,1778,Male,21,Fashion,4,390,1560
T023229,2025-07-08,4897,Female,26,Sports,9,1937,17433
T023230,2023-01-16,11584,Female,48,Books,8,4552,36416
T023231,2023-04-09,11958,Female,41,Groceries,1,2751,2751
T023232,2023-10-22,4366,Female,18,Groceries,3,2368,7104
T023233,2023-06-29,1187,Female,21,Groceries,8,1542,12336
T023234,2023-07-18,2498,Female,47,Groceries,8,1127,9016
T023235,2023-08-20,3467,Male,66,Fashion,3,3823,11469
T023236,2023-08-14,7483,Female,64,Beauty,8,1990,15920
T023237,2024-11-11,5099,Female,39,Sports,2,2248,4496
T023238,2023-10-16,4694,Female,54,Groceries,7,3097,21679
T023239,2024-09-08,10112,Male,60,Electronics,5,4873,24365
T023240,2024-09-06,6640,Male,36,Sports,2,533,1066
T023241,2024-05-27,9002,Female,28,Groceries,7,3045,21315
T023242,2024-05-31,9035,Female,52,Sports,5,1031,5155
T023243,2024-10-12,9940,Male,53,Fashion,7,3084,21588
T023244,2023-12-20,6892,Male,53,Books,5,4881,24405
T023245,2023-07-22,9087,Female,45,Groceries,7,2897,20279
T023246,2023-05-10,8839,Female,19,Beauty,1,1256,1256
T023247,2023-02-14,8777,Male,26,Groceries,1,2612,2612
T023248,2025-09-21,10310,Female,37,Electronics,1,3251,3251
T023249,2025-07-10,9964,Male,32,Books,7,719,5033
T023250,2024-03-21,1940,Female,23,Sports,4,1472,5888
T023251,2025-06-05,1691,Male,36,Electronics,2,4474,8948
T023252,2025-03-25,9156,Female,38,Beauty,2,4697,9394
T023253,2025-09-04,3959,Female,51,Beauty,10,4324,43240
T023254,2025-07-24,5121,Male,35,Books,4,1818,7272
T023255,2025-01-12,6647,Male,45,Electronics,6,121,726
T023256,2023-06-12,1610,Female,22,Beauty,8,2207,17656
T023257,2025-05-24,3160,Male,42,Books,1,3783,3783
T023258,2024-08-05,2577,Male,44,Beauty,7,2550,17850
T023259,2023-12-08,5942,Male,41,Fashion,9,4304,38736
T023260,2023-08-29,11446,Male,61,Fashion,4,3072,12288
T023261,2025-07-25,9604,Female,52,Beauty,5,981,4905
T023262,2023-02-28,11221,Female,47,Books,9,358,3222
T023263,2025-03-14,10407,Female,56,Books,1,3479,3479
T023264,2023-02-21,3534,Male,47,Beauty,1,3727,3727
T023265,2024-09-13,7317,Male,22,Electronics,4,1052,4208
T023266,2024-04-24,3868,Female,48,Beauty,1,1671,1671
T023267,2024-08-01,11161,Female,20,Books,9,1416,12744
T023268,2023-11-05,9291,Male,60,Home,3,145,435
T023269,2023-08-12,1991,Male,59,Beauty,1,3028,3028
T023270,2024-03-27,4591,Female,62,Fashion,8,2614,20912
T023271,2023-11-30,10781,Male,18,Books,2,2724,5448
T023272,2023-12-09,9571,Female,45,Sports,2,191,382
T023273,2025-09-02,3320,Male,22,Sports,2,2619,5238
T023274,2023-07-16,2062,Female,35,Sports,5,130,650
T023275,2025-04-07,9481,Male,66,Beauty,4,2456,9824
T023276,2024-11-22,3642,Female,64,Electronics,4,2611,10444
T023277,2023-09-26,1950,Female,28,Groceries,10,3346,33460
T023278,2023-05-09,5131,Female,35,Beauty,1,2627,2627
T023279,2024-01-28,10115,Male,18,Sports,9,4735,42615
T023280,2023-01-28,4709,Male,57,Sports,9,3175,28575
T023281,2023-05-04,10055,Male,39,Groceries,5,4184,20920
T023282,2023-04-07,11085,Male,63,Home,2,2971,5942
T023283,2025-01-18,3630,Male,51,Fashion,3,3687,11061
T023284,2024-11-19,4571,Female,30,Home,6,2672,16032
T023285,2023-10-02,5791,Female,47,Groceries,8,4434,35472
T023286,2024-02-15,10202,Female,64,Electronics,4,850,3400
T023287,2024-06-08,4002,Male,24,Books,1,2841,2841
T023288,2023-10-19,4613,Female,56,Books,1,3924,3924
T023289,2024-08-03,6456,Female,54,Groceries,7,2312,16184
T023290,2024-12-07,11268,Male,19,Sports,6,2818,16908
T023291,2025-08-24,6330,Male,64,Fashion,1,3496,3496
T023292,2023-10-09,8079,Female,38,Sports,4,4563,18252
T023293,2023-10-07,1468,Female,54,Books,1,2787,2787
T023294,2023-10-01,5577,Female,38,Fashion,9,2803,25227
T023295,2025-05-01,1800,Male,22,Sports,3,1936,5808
T023296,2023-12-04,1893,Male,42,Electronics,8,642,5136
T023297,2023-04-28,9313,Female,68,Home,4,168,672
T023298,2023-12-13,7036,Female,32,Beauty,4,2889,11556
T023299,2025-08-06,6892,Female,43,Home,6,1529,9174
T023300,2025-08-14,10052,Female,42,Books,9,2027,18243
T023301,2023-04-15,3986,Female,24,Books,5,4871,24355
T023302,2024-07-06,5763,Male,55,Sports,3,4809,14427
T023303,2023-08-18,4049,Female,49,Electronics,2,2384,4768
T023304,2024-11-17,9494,Male,34,Books,9,3444,30996
T023305,2024-11-20,11630,Female,35,Home,2,1533,3066
T023306,2024-03-23,4189,Male,26,Fashion,2,175,350
T023307,2023-07-14,2231,Male,20,Electronics,5,2912,14560
T023308,2025-05-02,5295,Male,46,Beauty,5,3726,18630
T023309,2025-03-28,3514,Female,52,Home,6,1785,10710
T023310,2024-11-30,4891,Female,21,Home,6,2476,14856
T023311,2023-01-17,2401,Female,70,Sports,7,1956,13692
T023312,2023-08-31,2138,Male,48,Groceries,3,4129,12387
T023313,2023-04-15,9510,Female,59,Sports,6,3311,19866
